zipcode|country|turnover(EUR)
33785|DE|32.74
15745|DE|656.8
89335|DE|377.16
22603|DE|32.8
04685|DE|108.06
42609|DE|36.5
25761|DE|1966.12
86476|DE|77.73
98639|DE|102.72
28201|DE|10380.36
91230|DE|274.33
50672|DE|1056.0
07389|DE|120.95
35673|DE|22.15
34549|DE|1037.66
53333|DE|33.23
09496|DE|633.6
61239|DE|1246.35
29585|DE|466.8
36100|DE|2545.53
26453|DE|28.16
49413|DE|2102.76
72534|DE|72.26
32567|DE|29.91
56271|DE|221.34
07929|DE|102.4
49733|DE|1496.83
20761|DE|27.26
18109|DE|1246.91
41179|DE|1421.98
21793|DE|32.66
25862|DE|1026.55
73565|DE|98.67
48739|DE|514.88
95469|DE|170.12
21279|DE|6497.4
33748|DE|31.36
00150|DE|39.33
16359|DE|332.9
38152|DE|28.74
36043|DE|1388.92
12455|DE|23.75
18569|DE|335.72
20151|DE|87.18
81927|DE|1898.48
34621|DE|873.6
94253|DE|37.6
89185|DE|88.98
85221|DE|3313.53
54356|DE|28.75
55276|DE|624.92
23778|DE|32.89
88527|DE|30.6
37534|DE|446.05
20329|DE|26.3
51647|DE|784.0
59427|DE|5088.89
25885|DE|938.52
76751|DE|390.0
31592|DE|1377.5
36110|DE|799.0
48126|DE|118.76
82418|DE|1225.95
16556|DE|648.8
67551|DE|1150.26
91359|DE|44.14
24850|DE|4310.38
68236|DE|31.67
82109|DE|24.01
84189|DE|33.08
18299|DE|397.35
09634|DE|33.2
25499|DE|2802.4
29353|DE|514.08
97348|DE|258.72
85104|DE|83.18
72141|DE|201.74
29359|DE|29.8
91747|DE|38.6
64743|DE|351.72
60435|DE|1490.58
73732|DE|2268.24
66589|DE|304.65
85604|DE|868.59
38447|DE|27.26
88709|DE|586.11
45138|DE|1499.67
23564|DE|10205.82
28334|DE|33.44
08459|DE|114.84
48681|DE|33.28
85643|DE|233.04
44777|DE|34.65
58097|DE|1911.0
21077|DE|31249.23
30665|DE|29.05
73562|DE|28.97
66773|DE|824.5
27251|DE|367.2
76474|DE|190.6
26721|DE|723.26
82487|DE|122.7
37073|DE|3608.76
55566|DE|651.0
83059|DE|659.78
27632|DE|6569.16
21684|DE|7355.4
65611|DE|306.93
28239|DE|3072.72
40085|DE|22.3
43764|DE|23.25
08006|DE|43.98
87749|DE|130.53
04416|DE|1879.15
95163|DE|257.64
83727|DE|586.74
63874|DE|124.8
47626|DE|539.25
66976|DE|520.52
96328|DE|342.96
20043|DE|56.8
94330|DE|175.8
71364|DE|1730.0
59602|DE|1411.74
60549|DE|150.4
64689|DE|284.1
48465|DE|2254.98
65432|DE|30.79
65551|DE|205.74
97980|DE|1147.82
17491|DE|782.1
20453|DE|107.4
41539|DE|1429.74
81657|DE|39.7
25376|DE|615.44
09648|DE|1176.93
39167|DE|1197.44
92363|DE|83.34
12587|DE|2013.0
22768|DE|71.5
71384|DE|2628.0
22395|DE|19834.76
94560|DE|108.06
19288|DE|1532.96
04435|DE|962.82
63542|DE|34.34
30989|DE|7670.3
91483|DE|37.44
20173|DE|73.22
40474|DE|2948.92
10589|DE|1247.06
29899|DE|38.2
54570|DE|333.96
19069|DE|634.76
93194|DE|23.6
56332|DE|785.08
77799|DE|109.92
38809|DE|38.26
33659|DE|4896.93
74199|DE|397.74
37691|DE|275.44
85416|DE|236.7
17237|DE|304.56
69493|DE|884.1
72071|DE|34.52
48485|DE|1647.45
19280|DE|37.31
79539|DE|1903.94
15741|DE|530.08
22607|DE|33239.78
34425|DE|32.38
47139|DE|443.85
75417|DE|1164.96
23523|DE|46.94
86975|DE|97.12
84435|DE|85.65
66903|DE|88.6
95659|DE|144.72
85635|DE|772.83
82278|DE|137.04
22884|DE|40.67
87751|DE|48.16
01993|DE|69.9
18182|DE|803.52
18435|DE|816.42
54470|DE|721.24
29336|DE|2123.38
03119|DE|22.87
35660|DE|35.45
38690|DE|1741.22
23821|DE|478.68
10453|DE|34.94
83878|DE|38.16
75382|DE|511.56
74535|DE|175.14
49342|DE|40.01
88448|DE|73.3
19075|DE|511.56
93102|DE|36.67
97350|DE|39.1
87660|DE|97.2
80366|DE|43.6
33344|DE|22.48
21779|DE|36.57
83457|DE|206.48
66571|DE|462.63
29164|DE|58.02
90403|DE|987.16
01936|DE|434.04
83368|DE|132.9
47075|DE|33.79
14979|DE|923.94
32833|DE|40.79
64372|DE|966.44
43383|DE|378.99
38828|DE|76.32
21415|DE|27.05
48529|DE|2087.0
26336|DE|23.08
20257|DE|26052.4
28784|DE|35.02
35796|DE|323.64
36282|DE|354.96
55437|DE|540.6
75180|DE|977.6
56317|DE|71.92
94036|DE|505.97
30789|DE|24.36
46325|DE|4765.6
25668|DE|41.77
87879|DE|41.23
96257|DE|209.2
91466|DE|246.42
93309|DE|231.57
90537|DE|1354.5
70619|DE|2469.06
08301|DE|276.84
02739|DE|237.04
13587|DE|2497.5
73291|DE|31.68
79871|DE|87.62
57547|DE|35.82
38325|DE|68.64
37318|DE|842.03
34474|DE|444.41
96190|DE|164.8
06578|DE|72.52
42799|DE|4970.4
86505|DE|44.94
50169|DE|1665.21
39596|DE|635.84
93086|DE|117.27
76306|DE|25.53
53797|DE|2859.06
02692|DE|380.6
22468|DE|28.12
53391|DE|28.95
53721|DE|2845.0
39110|DE|1675.86
83645|DE|23.69
97509|DE|278.73
22846|DE|14360.0
35232|DE|1235.2
22585|DE|43.95
65555|DE|255.6
80933|DE|346.61
85304|DE|283.5
24991|DE|4410.25
21047|DE|27.94
55422|DE|233.37
85051|DE|1668.39
44339|DE|2635.2
76891|DE|137.56
20535|DE|36118.28
96170|DE|193.34
01123|DE|42.14
63526|DE|958.72
57600|DE|39.87
50996|DE|3657.55
79650|DE|1345.71
08289|DE|615.91
21696|DE|38.27
51529|DE|68.64
68549|DE|538.92
48683|DE|3207.42
70567|DE|2006.55
36199|DE|1773.06
22576|DE|26.29
83104|DE|326.08
42103|DE|390.56
69322|DE|37.08
15295|DE|348.15
08261|DE|130.32
27476|DE|25245.28
34212|DE|1926.6
91567|DE|258.58
63234|DE|25.21
67745|DE|40.02
86977|DE|67.76
26931|DE|2068.92
49169|DE|44.0
18230|DE|350.0
94142|DE|34.43
91056|DE|2397.75
76770|DE|88.4
90480|DE|1234.45
47665|DE|1161.36
97775|DE|122.8
10437|DE|4382.72
51412|DE|41.79
34534|DE|25.75
32365|DE|34.83
10555|DE|1490.56
25482|DE|6088.5
01609|DE|563.94
89597|DE|117.03
04703|DE|109.41
89558|DE|196.86
12051|DE|983.1
73770|DE|757.8
95515|DE|91.08
39031|DE|29.58
93365|DE|27.93
78337|DE|241.0
15551|DE|24.18
06018|DE|27.51
97493|DE|162.28
45472|DE|2301.12
60598|DE|1890.7
10625|DE|1953.6
29393|DE|169.32
65326|DE|508.65
87452|DE|320.32
22905|DE|27.72
17207|DE|593.7
86681|DE|26.29
81827|DE|2371.68
37216|DE|125.64
67167|DE|284.2
86863|DE|183.84
61194|DE|1267.89
58849|DE|996.24
21681|DE|35.75
73095|DE|213.6
54538|DE|75.14
88471|DE|591.6
24235|DE|3182.28
29562|DE|360.45
21407|DE|1874.34
90567|DE|32.27
91626|DE|117.21
86579|DE|28.55
70173|DE|318.24
71122|DE|24.69
44607|DE|43.06
44145|DE|635.12
07343|DE|83.7
73650|DE|640.98
55126|DE|752.1
23423|DE|38.18
37130|DE|1695.19
74640|DE|22.62
31621|DE|300.16
73119|DE|140.52
74089|DE|34.1
16928|DE|1066.24
74219|DE|240.66
34537|DE|2007.96
35078|DE|37.75
79294|DE|28.82
23539|DE|65.3
98673|DE|343.17
28865|DE|8481.6
40884|DE|34.45
97337|DE|292.81
38350|DE|5480.6
65388|DE|425.46
27376|DE|23.82
72186|DE|88.86
99947|DE|816.9
97737|DE|608.76
50679|DE|1336.86
74363|DE|287.04
55218|DE|2225.44
22048|DE|28.2
22293|DE|34.7
87665|DE|172.28
28628|DE|24.7
38750|DE|32.37
45134|DE|2462.08
26434|DE|3215.67
01689|DE|687.58
56322|DE|25.6
69117|DE|430.78
97421|DE|588.54
24024|DE|168.84
38477|DE|887.75
22322|DE|90.72
10825|DE|1305.92
86556|DE|102.4
25487|DE|77.24
25478|DE|61.86
53913|DE|1222.47
58708|DE|2924.48
40489|DE|3861.69
23579|DE|30.46
63538|DE|522.58
09328|DE|150.28
24537|DE|7377.7
24876|DE|561.4
38688|DE|43.71
38700|DE|936.0
39317|DE|94.59
06911|DE|25.0
09111|DE|729.6
74257|DE|255.9
24256|DE|470.56
79418|DE|442.2
58454|DE|3694.6
20022|DE|37.32
23966|DE|2455.71
20159|DE|80.52
94553|DE|22.13
98708|DE|169.61
94136|DE|32.78
56276|DE|248.8
22567|DE|81.38
06108|DE|1141.9
39042|DE|36.61
70376|DE|916.49
72639|DE|108.84
77790|DE|238.0
67808|DE|173.82
97826|DE|43.18
51465|DE|1182.6
82389|DE|198.0
89613|DE|75.74
16516|DE|42.96
10407|DE|3333.96
78462|DE|992.95
67305|DE|72.94
59594|DE|33.52
85113|DE|79.3
52064|DE|1692.6
60054|DE|38.13
44143|DE|2788.12
55268|DE|1248.39
52382|DE|572.4
79291|DE|243.52
29539|DE|41.21
87663|DE|108.24
90607|DE|709.2
90451|DE|1114.44
58642|DE|1075.36
60389|DE|1433.61
24104|DE|24.04
78194|DE|184.1
40806|DE|39.04
86144|DE|32.1
47625|DE|252.9
92283|DE|65.98
22558|DE|38.96
35135|DE|25.72
38707|DE|290.08
96110|DE|360.03
40215|DE|1356.0
59302|DE|6888.96
29365|DE|425.88
69253|DE|39.57
82291|DE|115.8
82392|DE|73.0
97199|DE|620.55
66849|DE|455.95
66117|DE|671.46
23679|DE|28.37
56472|DE|278.08
38302|DE|8418.15
67659|DE|820.0
52428|DE|2188.55
83416|DE|137.4
21035|DE|26885.52
28197|DE|6930.21
82404|DE|59.6
74582|DE|86.04
04741|DE|329.58
56123|DE|25.33
72661|DE|177.44
94548|DE|39.82
21402|DE|38.07
46145|DE|2902.28
80200|DE|43.32
84339|DE|148.6
14129|DE|5549.6
83700|DE|1427.04
60267|DE|35.24
72229|DE|66.36
24363|DE|624.33
34632|DE|247.32
82491|DE|263.04
38268|DE|4515.68
79733|DE|314.6
36428|DE|37.19
57612|DE|346.56
74544|DE|114.93
35452|DE|537.36
45984|DE|23.41
60238|DE|36.55
55555|DE|220.85
24583|DE|40.97
74915|DE|196.15
90431|DE|329.68
18320|DE|178.02
76297|DE|1386.0
97532|DE|138.4
63178|DE|31.04
72510|DE|279.86
79576|DE|1560.46
73117|DE|33.74
13137|DE|22.69
21709|DE|3704.94
42343|DE|36.34
27283|DE|7451.22
89542|DE|635.97
72227|DE|115.11
04179|DE|898.38
59494|DE|6611.46
32832|DE|891.84
36280|DE|260.91
71116|DE|801.4
31542|DE|3306.6
71711|DE|1291.14
96347|DE|22.09
24867|DE|1007.7
38010|DE|37.5
31318|DE|26.0
24402|DE|616.88
10247|DE|3410.4
35329|DE|177.1
74629|DE|309.87
68519|DE|2087.4
89608|DE|39.64
56784|DE|37.67
79258|DE|161.95
38749|DE|36.63
08428|DE|139.62
48431|DE|4487.73
04519|DE|195.18
22087|DE|22946.18
31078|DE|35.91
22249|DE|43.26
68526|DE|1620.8
35000|DE|37.14
95460|DE|22.76
06600|DE|24.07
89155|DE|790.59
66914|DE|188.3
44289|DE|2051.84
68199|DE|1487.18
96277|DE|74.1
91315|DE|520.03
67480|DE|523.46
64385|DE|455.43
54964|DE|37.99
81375|DE|2276.01
12344|DE|79.42
74239|DE|96.76
81477|DE|1231.92
25572|DE|832.48
53940|DE|229.5
54451|DE|80.88
39179|DE|525.6
67814|DE|30.63
14164|DE|23.93
08228|DE|328.68
07745|DE|1794.8
65597|DE|856.44
06420|DE|233.7
37019|DE|89.88
25557|DE|1135.26
81385|DE|32.95
49565|DE|5214.22
55127|DE|1202.87
82234|DE|355.86
14050|DE|1989.0
42488|DE|32.2
54668|DE|74.76
83119|DE|152.8
31137|DE|4534.16
51766|DE|1249.02
53842|DE|2607.84
22042|DE|69.75
78576|DE|98.1
40822|DE|4042.5
64625|DE|3637.44
54346|DE|103.92
63405|DE|25.14
91746|DE|252.91
21203|DE|38.65
63808|DE|608.16
46342|DE|894.88
45139|DE|1038.96
21258|DE|1073.01
86497|DE|236.76
12355|DE|3653.91
10827|DE|1094.78
52457|DE|898.84
84004|DE|42.31
83101|DE|425.48
32506|DE|37.01
34104|DE|76.12
41141|DE|24.12
27339|DE|1648.76
02923|DE|176.1
21218|DE|19282.32
19053|DE|2212.11
88316|DE|411.84
93059|DE|916.55
34937|DE|37.65
75328|DE|244.31
83530|DE|113.84
44241|DE|30.21
19001|DE|63.32
46149|DE|3588.7
83565|DE|33.4
57635|DE|273.52
28779|DE|4406.37
53849|DE|26.46
85137|DE|81.75
88364|DE|179.4
91639|DE|80.56
18195|DE|440.4
24229|DE|13084.47
63128|DE|2344.2
50735|DE|2725.8
06869|DE|308.34
51145|DE|2033.4
56587|DE|647.85
20607|DE|88.4
86447|DE|281.05
02681|DE|503.2
87634|DE|338.08
23455|DE|54.4
06868|DE|116.1
09366|DE|344.4
65931|DE|893.36
44581|DE|2648.8
88178|DE|109.26
63937|DE|84.82
88699|DE|157.26
98070|DE|24.72
66916|DE|24.53
95445|DE|1770.74
21522|DE|1967.0
82380|DE|395.12
81667|DE|1847.7
81243|DE|1488.86
90459|DE|614.64
03116|DE|169.6
03058|DE|235.9
91099|DE|195.85
35261|DE|41.8
21931|DE|30.24
20104|DE|39.45
79219|DE|543.52
28361|DE|42.05
86653|DE|114.0
66978|DE|217.3
83646|DE|1738.8
04769|DE|186.6
20099|DE|14100.66
74586|DE|128.55
73488|DE|84.6
59425|DE|3436.16
35489|DE|30.69
54433|DE|43.5
96479|DE|294.3
81737|DE|1139.23
25524|DE|10938.78
17235|DE|1197.0
96120|DE|135.9
24357|DE|1657.37
49163|DE|1849.4
59969|DE|294.1
24953|DE|39.58
35764|DE|614.25
24632|DE|1335.25
24791|DE|1324.01
89420|DE|215.65
02733|DE|100.04
54129|DE|36.68
71563|DE|236.1
21435|DE|10707.85
47259|DE|2550.78
52152|DE|520.52
96152|DE|89.46
30591|DE|24.35
86833|DE|155.28
69245|DE|437.2
97729|DE|170.44
56630|DE|39.62
97653|DE|171.85
38440|DE|3962.4
36683|DE|23.0
07589|DE|190.74
78267|DE|237.65
89616|DE|24.2
24738|DE|42.5
74347|DE|30.12
04808|DE|1591.2
35325|DE|455.94
71638|DE|2052.5
90642|DE|24.69
73061|DE|563.73
10553|DE|998.4
96148|DE|120.52
71423|DE|43.75
19055|DE|4073.0
63856|DE|404.1
89435|DE|161.04
93346|DE|184.2
65232|DE|2368.8
60529|DE|1805.64
09456|DE|767.48
22047|DE|13101.72
56075|DE|1045.2
41516|DE|3294.6
31085|DE|131.36
91796|DE|70.3
85630|DE|640.2
97839|DE|176.85
45888|DE|989.76
28211|DE|11182.14
94513|DE|207.06
25370|DE|1290.56
38327|DE|75.52
83123|DE|176.19
84172|DE|330.93
86633|DE|992.4
61136|DE|35.95
29660|DE|43.29
33803|DE|6290.52
79235|DE|557.9
09376|DE|745.28
98667|DE|58.32
21256|DE|2817.6
51061|DE|1829.6
82515|DE|827.56
91186|DE|118.8
23612|DE|71.67
20098|DE|24.46
49838|DE|869.8
73326|DE|244.16
26349|DE|1748.25
26446|DE|1865.77
63110|DE|3391.05
86874|DE|142.96
49152|DE|3257.2
35519|DE|288.96
44527|DE|41.13
55246|DE|443.64
21382|DE|1494.36
56379|DE|576.64
39130|DE|556.64
08541|DE|291.34
67272|DE|29.44
89176|DE|38.59
57074|DE|2950.5
20537|DE|17830.66
24367|DE|459.9
21758|DE|39.99
91956|DE|33.96
24254|DE|477.23
87746|DE|88.36
95666|DE|170.0
77880|DE|301.34
39175|DE|608.04
53909|DE|1411.92
95682|DE|43.44
61231|DE|4745.52
30125|DE|36.23
67346|DE|3753.45
49356|DE|3839.4
56133|DE|31.05
93339|DE|225.96
83317|DE|443.19
55595|DE|1199.52
50825|DE|2236.41
38633|DE|22.24
29413|DE|564.8
71409|DE|825.09
21449|DE|1361.81
83607|DE|1594.32
67728|DE|32.89
59708|DE|38.42
93197|DE|533.13
23939|DE|42.99
31319|DE|5548.62
73101|DE|192.9
71566|DE|440.4
28199|DE|8694.0
33014|DE|2625.66
99091|DE|440.64
04107|DE|1293.14
95236|DE|128.32
94356|DE|70.74
75521|DE|26.27
58739|DE|1702.8
63939|DE|345.6
37639|DE|1195.83
94336|DE|124.08
95448|DE|2395.68
29556|DE|1159.96
67000|DE|34.57
41464|DE|1551.08
31162|DE|3758.44
20335|DE|30.77
67578|DE|119.15
61347|DE|27.24
13503|DE|4259.2
40033|DE|24.53
23845|DE|4280.38
65799|DE|40.86
71134|DE|939.4
67816|DE|32.98
97461|DE|126.3
97250|DE|197.65
97717|DE|49.0
03235|DE|28.83
13347|DE|1330.38
56068|DE|1530.0
38381|DE|24.88
96237|DE|453.76
22044|DE|60.42
78354|DE|189.24
24737|DE|58.46
85126|DE|32.9
79321|DE|45.38
25725|DE|235.0
88149|DE|218.82
22171|DE|25.93
87719|DE|793.0
27259|DE|856.38
33029|DE|32.86
32119|DE|30.96
31699|DE|763.56
14728|DE|115.35
44741|DE|24.72
22399|DE|26087.18
20053|DE|28.91
54309|DE|191.52
10790|DE|27.56
77830|DE|373.34
97534|DE|29.84
56237|DE|782.46
21737|DE|2310.0
82061|DE|990.86
15366|DE|3984.96
52067|DE|42.19
17252|DE|93.72
94262|DE|42.6
15566|DE|1635.6
70186|DE|678.51
09394|DE|149.32
06917|DE|450.71
79879|DE|73.89
29462|DE|629.66
49082|DE|3753.75
82031|DE|2888.99
30451|DE|2830.1
30103|DE|43.53
19339|DE|60.0
22359|DE|36800.4
22465|DE|80.78
95709|DE|59.72
45357|DE|1480.95
91717|DE|298.08
74245|DE|187.65
63762|DE|1058.08
75196|DE|1174.5
51373|DE|1043.68
84091|DE|75.82
69242|DE|561.6
85716|DE|1535.41
80333|DE|1331.04
86756|DE|37.86
24881|DE|1388.9
86567|DE|106.41
57234|DE|1634.04
65589|DE|530.1
29146|DE|42.89
68784|DE|31.47
14193|DE|3933.64
24793|DE|424.65
23085|DE|35.05
59827|DE|39.28
24105|DE|15791.89
98631|DE|252.14
94501|DE|183.06
92249|DE|274.68
66646|DE|337.92
97011|DE|32.29
70329|DE|715.8
28878|DE|41.09
91362|DE|113.4
91583|DE|144.85
50486|DE|41.59
91578|DE|309.76
53173|DE|1599.75
29491|DE|32.83
58135|DE|2532.53
28255|DE|40.52
31714|DE|580.86
74226|DE|426.24
88326|DE|215.28
50354|DE|3941.05
95506|DE|116.97
66359|DE|122.28
75685|DE|29.92
22146|DE|46.84
73479|DE|1490.74
44536|DE|2461.48
70825|DE|1779.19
86577|DE|69.78
29468|DE|442.68
89555|DE|287.54
36323|DE|31.48
27299|DE|5177.2
22738|DE|36.9
87739|DE|24.02
97205|DE|27.53
35274|DE|1269.54
81549|DE|1417.37
49899|DE|35.4
21416|DE|112.6
65396|DE|831.91
20431|DE|68.94
31600|DE|876.18
78052|DE|898.62
45894|DE|4282.96
55122|DE|2105.04
86943|DE|37.25
79410|DE|245.19
49124|DE|7425.77
95100|DE|625.94
14621|DE|2027.78
70593|DE|36.59
30345|DE|42.54
37619|DE|1501.0
24861|DE|216.6
20309|DE|38.65
66504|DE|31.02
06785|DE|618.1
25444|DE|36.61
79254|DE|177.85
93158|DE|481.8
45145|DE|1074.57
10627|DE|1824.68
27374|DE|2976.8
29225|DE|3099.06
29226|DE|22.06
72290|DE|297.28
23813|DE|541.95
29221|DE|5201.67
91322|DE|67.26
84152|DE|221.3
49777|DE|412.08
82256|DE|2013.81
24870|DE|693.54
14974|DE|2701.38
97022|DE|23.38
16835|DE|133.48
03238|DE|1594.48
40225|DE|1814.66
89568|DE|37.96
85591|DE|1213.8
64338|DE|31.55
16565|DE|32.75
67112|DE|928.32
47669|DE|1040.98
86692|DE|151.88
69126|DE|2694.51
73560|DE|232.32
86459|DE|66.92
71464|DE|42.24
34388|DE|882.47
56594|DE|117.87
24405|DE|1104.48
78594|DE|27.78
85646|DE|275.33
56765|DE|31.67
55424|DE|41.08
64823|DE|1543.62
25882|DE|258.66
97892|DE|374.0
32785|DE|32.35
84109|DE|220.44
54426|DE|73.98
15898|DE|493.87
55627|DE|65.84
59065|DE|1654.95
45147|DE|1934.46
21395|DE|4472.22
17109|DE|246.56
21375|DE|26.2
93182|DE|76.24
19205|DE|875.34
25492|DE|5322.75
83301|DE|500.76
01710|DE|28.97
08462|DE|81.75
16348|DE|3579.35
31683|DE|2042.88
28717|DE|9413.64
58456|DE|2081.31
45144|DE|1366.86
89440|DE|28.91
55629|DE|93.27
22307|DE|37075.83
50923|DE|73.6
60431|DE|2131.5
79725|DE|371.76
48329|DE|1625.0
18507|DE|541.32
50829|DE|1538.4
22831|DE|22.96
25484|DE|35.11
06537|DE|327.4
64397|DE|257.62
75050|DE|80.64
35767|DE|127.5
45468|DE|1889.68
85748|DE|926.08
15356|DE|52.6
57334|DE|939.72
83022|DE|546.4
79540|DE|689.76
44269|DE|3212.5
47228|DE|2440.68
27122|DE|41.02
38556|DE|331.11
84503|DE|319.68
59386|DE|35.16
91560|DE|228.51
97792|DE|131.2
89707|DE|34.57
24159|DE|13331.68
06618|DE|983.19
60486|DE|1632.6
18194|DE|62.62
46238|DE|1108.36
26876|DE|31.67
22947|DE|27.78
48429|DE|2896.32
86465|DE|89.28
82279|DE|290.64
11587|DE|36.4
38378|DE|200.7
80335|DE|1779.77
08239|DE|164.44
37574|DE|5890.56
84518|DE|38.53
59584|DE|25.81
25875|DE|347.76
36469|DE|88.52
99629|DE|38.95
48565|DE|2462.0
99326|DE|371.14
97837|DE|145.1
93109|DE|47.7
44866|DE|2827.41
73566|DE|38.05
50337|DE|81.52
30465|DE|36.07
44577|DE|2623.84
33154|DE|3855.36
01762|DE|191.85
86926|DE|197.54
94436|DE|93.09
51427|DE|3505.5
07586|DE|702.72
66399|DE|547.57
51580|DE|1437.82
49549|DE|1283.71
93105|DE|321.68
63755|DE|2278.5
33442|DE|2997.6
07429|DE|40.82
54669|DE|58.52
49459|DE|515.85
69488|DE|498.44
79771|DE|238.62
65197|DE|1194.62
97469|DE|450.67
92717|DE|23.12
95182|DE|247.5
25431|DE|61.06
67549|DE|1717.65
84144|DE|387.3
78087|DE|94.32
31234|DE|3135.93
41169|DE|929.72
38899|DE|130.68
70378|DE|1077.07
84184|DE|121.45
79777|DE|49.42
22929|DE|2102.48
30173|DE|10183.68
96117|DE|456.12
12277|DE|2260.5
31712|DE|1048.32
22325|DE|88.86
68128|DE|32.32
60488|DE|1896.4
69124|DE|763.2
55559|DE|84.7
47169|DE|1145.43
02730|DE|295.68
58249|DE|85.58
97268|DE|111.28
54655|DE|29.64
46446|DE|1725.35
89168|DE|109.72
55237|DE|253.82
16239|DE|31.75
38551|DE|675.75
96178|DE|91.26
56820|DE|31.65
51570|DE|1496.46
54550|DE|283.47
15632|DE|24.99
27484|DE|24.26
75334|DE|676.26
74214|DE|333.36
36275|DE|174.85
86946|DE|71.07
86479|DE|27.47
53894|DE|1202.57
31812|DE|4073.3
25795|DE|489.72
75181|DE|1038.88
57412|DE|35.4
15755|DE|97.48
59859|DE|34.26
56588|DE|115.56
97996|DE|80.19
72119|DE|795.2
66386|DE|1229.51
66629|DE|182.88
69250|DE|329.56
69234|DE|398.08
49090|DE|3311.25
60599|DE|2491.02
73459|DE|34.02
54306|DE|120.96
01471|DE|254.65
17391|DE|142.96
67061|DE|1157.97
57629|DE|810.16
93336|DE|23.45
37643|DE|211.12
10369|DE|839.42
24143|DE|1944.88
37693|DE|34.97
79286|DE|218.96
57462|DE|2403.12
73098|DE|132.3
89639|DE|41.79
97906|DE|43.32
28179|DE|25.11
99820|DE|177.17
23749|DE|199.36
47574|DE|2164.4
22085|DE|28764.85
20035|DE|262.16
96465|DE|561.47
61381|DE|2573.49
66440|DE|512.21
28304|DE|27.01
01662|DE|1388.52
91356|DE|74.72
14559|DE|43.5
24960|DE|14759.52
41363|DE|2550.24
25718|DE|347.55
07318|DE|1345.05
54317|DE|496.8
66484|DE|123.96
75249|DE|280.62
78351|DE|305.84
50823|DE|2595.67
36217|DE|310.31
99198|DE|257.12
28044|DE|26.5
70187|DE|30.9
99092|DE|994.32
56132|DE|392.58
82494|DE|38.66
49835|DE|1669.5
77740|DE|114.15
54621|DE|31.47
81673|DE|1128.12
81550|DE|29.73
48153|DE|3167.38
56182|DE|370.15
33648|DE|41.45
37520|DE|4653.0
47447|DE|3850.56
25295|DE|133.25
88512|DE|229.2
98704|DE|158.52
45327|DE|819.39
10101|DE|27.17
78257|DE|38.18
15864|DE|93.6
69254|DE|582.6
47918|DE|3105.52
72076|DE|1042.34
64534|DE|37.6
94169|DE|70.7
38444|DE|3853.98
51702|DE|1173.59
45133|DE|5997.72
32423|DE|6121.56
85250|DE|227.15
30000|DE|128.28
24214|DE|7662.03
22144|DE|32.72
92431|DE|69.0
52080|DE|1092.96
92355|DE|121.89
13349|DE|699.25
48157|DE|4408.95
86356|DE|1996.09
77728|DE|210.06
37215|DE|99.6
36137|DE|580.44
92263|DE|93.78
29328|DE|2426.74
35555|DE|47.62
22507|DE|22.1
94469|DE|1150.9
06556|DE|352.6
42855|DE|1704.96
06636|DE|128.07
25832|DE|1968.78
81377|DE|1731.0
73495|DE|72.2
30929|DE|36.06
74847|DE|295.47
07907|DE|627.6
67590|DE|118.9
97907|DE|187.65
30149|DE|61.4
45239|DE|4774.56
49293|DE|81.1
04349|DE|465.84
55234|DE|895.23
13088|DE|1304.25
94342|DE|126.36
02991|DE|533.26
24425|DE|24.16
31814|DE|62.46
37296|DE|532.44
58555|DE|24.43
25337|DE|16185.34
54411|DE|231.3
68110|DE|37.29
97478|DE|214.8
99310|DE|1503.71
63871|DE|48.96
09114|DE|590.72
89601|DE|190.14
51491|DE|3455.76
40721|DE|2279.76
29582|DE|601.12
59821|DE|1926.23
06861|DE|80.34
85095|DE|141.3
31675|DE|6322.56
86931|DE|69.04
27751|DE|9207.0
22313|DE|39.22
07557|DE|116.22
71297|DE|363.33
42434|DE|39.79
45607|DE|24.5
38162|DE|4798.2
65520|DE|1035.6
93183|DE|227.1
73230|DE|2191.14
12307|DE|2144.34
56154|DE|544.5
84561|DE|147.04
10619|DE|25.0
22393|DE|33676.2
20287|DE|31.36
71709|DE|40.94
49626|DE|968.76
59510|DE|910.8
83549|DE|32.27
22193|DE|31.52
56206|DE|144.12
43561|DE|28.82
54457|DE|129.45
01983|DE|381.29
34257|DE|22.27
01477|DE|135.06
71065|DE|1011.53
43254|DE|36.58
31332|DE|32.06
86678|DE|104.7
27798|DE|4470.4
29355|DE|115.92
24162|DE|29.05
42856|DE|33.31
29465|DE|333.9
67470|DE|24.21
63846|DE|538.24
21025|DE|36.78
46049|DE|2219.73
66450|DE|1115.4
35428|DE|2077.4
53819|DE|3077.68
59609|DE|952.34
31719|DE|340.86
29399|DE|549.12
98765|DE|30.11
76661|DE|549.15
07819|DE|95.12
25870|DE|192.48
56862|DE|35.12
91489|DE|39.48
93473|DE|67.52
41746|DE|39.06
98716|DE|478.39
72224|DE|190.7
48282|DE|3609.92
14943|DE|820.76
55286|DE|675.4
27475|DE|32.05
64658|DE|810.8
72459|DE|274.67
06132|DE|254.21
43222|DE|41.29
35288|DE|330.64
23880|DE|30.95
34587|DE|1536.27
41466|DE|1270.5
22767|DE|42184.48
63843|DE|264.32
20223|DE|43.97
79189|DE|1354.47
08280|DE|633.93
83714|DE|380.9
90599|DE|150.9
72667|DE|197.05
44142|DE|43.81
97791|DE|36.87
35606|DE|1370.52
28205|DE|8402.24
